company_name,title,job_title,job_summary,city,state,id
Clarigent Health,Data Scientist,Data Scientist,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Mason, OH,555
Ball Aerospace,Data Scientist,Cognitive Data Scientist (668388),"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Dayton, OH,556
Buckeye Community Health Plan,Data Scientist,Data Scientist II,"Master’s degree in Statistics, Mathematics, Computer Science, Informatics, Econometrics, Engineering, Experimental Science with 3+ years of experience or…",Columbus, OH,557
Seamless.AI,Data Scientist,Data Scientist/Engineer,"Build, measure, analyze and optimize machine learning and statistical models that will have a direct impact on the Seamless.AI contact and company profiles.",Columbus, OH,558
Progressive,Data Scientist,Data Scientist Computer Vision,"As a member of the Claims Data Science team, you’ll use machine vision and machine learning in applications that solve complex problems.Your Role on the Team.",Mayfield Heights, OH,559
JP Morgan Chase,Data Scientist,Marketing Campaign Analytics Data Scientist - Consumer Bank,"Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools:",Columbus, OH,560
Progressive,Data Analyst,Data Analyst Senior,"This position will integrate closely with leadership of both the assigned Platforms and related IT projects, work closely with peer IT Control Portfolio Leads,…",Mayfield Village, OH,561
Pronix Inc,Data Scientist,Sr. Health Care Data Scientist - 8+ Years,"EMR, Claims Data, Data Analyst, SQL, Story Telling, Data Visualizations, Qlik Sense(BI), Power Point, Excel.",Columbus, OH,562
Battelle,Data Scientist,Data Scientist Graduate Intern (Summer 2020),"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Columbus, OH,563
DSW,Data Analyst,Summer 2020 Internship Program - Data Science,"We do not discriminate against any protected class including race, color, religion, religious creed, gender, sex, national origin, age, physical disability,…",Columbus, OH,564
Tenet3,Data Scientist,Data Scientist,Data scientists will complement and work with our team of in-house research scientists and engineers who are creating cutting edge hardware and software systems…,Dayton, OH,565
Battelle,Data Scientist,Data Scientist III,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Columbus, OH,566
Credence LLC,Data Scientist,Data Scientist,Utilize text analysis and machine learning techniques to understand and define large unstructured data to include 3-5 Million Air Force Contracts.,WP Air Base, OH,567
Booz Allen Hamilton,Data Scientist,"Open Source Data Scientist, Mid","We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…",Dayton, OH,568
Chase,Data Scientist,Marketing Campaign Analytics Data Scientist - Consumer Bank,"Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools:",Columbus, OH,569
Procter and Gamble,Data Scientist,Data Scientist-PhD Degree,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Cincinnati, OH,570
JP Morgan Chase,Data Scientist,Data Scientist/Solution Architect,"2+ years experience as a data scientist or data architect with technical expertise in programming languages and common data science toolkits, such as Python, R,…",Columbus, OH,571
JP Morgan Chase,Data Scientist,CCB - Quantitative Modeling/Data Science Associate,"Our modelers work directly with each line of business, Consumer Banking, Business Banking, Auto Finance, Credit Card and Commerce Services, Chase Wealth…",Columbus, OH,572
Fifth Third Bank,Data Scientist,Senior Data Scientist,"Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop…",Cincinnati, OH,573
Battelle,Data Scientist,Data Science Research Associate,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Columbus, OH,574
American Chemical Society,Data Scientist,Data Scientist,Proven track record of various artificial intelligence and machine learning techniques to create models that drive significant business results.,Columbus, OH,575
Nationwide Children's Hospital,Data Scientist,Data Scientist II - RI Solutions & Innovations,The Data Scientist II position will be part of a team of Data Scientists and Analysts working to organize and analyze large sets of data or complex data sets to…,Columbus, OH,576
Owens-Illinois,Data Analyst,Data Science Intern - Global HQ,"O-I is an Equal Opportunity Employer, and does not discriminate against any employee or applicant for employment because of race, color, sex, age, national…",Perrysburg, OH,577
Signet Jewelers,Data Analyst,Sr. Store Development Data Analyst,This position is responsible for the analysis of the Department business data.Works closely with leadership to develop reports and analytic insights that lower…,Akron, OH,578
Progressive,Data Analyst,Data Analyst to Data Analyst Sr,"The ideal candidate will have strong technical and analytical skills, in addition to good communication as they will often lead conversations with said business…",Mayfield Heights, OH,579
Battelle,Data Scientist,Data Science Co-op (Spring 2020),"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Columbus, OH,580
American Heart Association,Data Scientist,Lead Health Data Science Assets,"Automation, machine learning, deep learning, advanced analytics, data science, data aggregation & visualization.Job Family Group Business Operations.",Cleveland, OH,581
Root Insurance Company,Data Scientist,Director of Data Science,"We’re responsible for the full stack of data analytics, from querying or procuring data, cleaning data, feature generation, problem formulation, error/success…",Columbus, OH,582
JP Morgan Chase,Data Scientist,CCB - Quantitative Modeling/Data Science - Vice President,We work closely with our partners throughout JPMorgan Chase to assess and execute critical business decisions.Information about JPMorgan Chase & Co.,Columbus, OH,583
84.51°,Data Scientist,Lead Data Scientist - Healthcare,"This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural…",Cincinnati, OH,584
84.51°,Data Scientist,Lead Data Scientist - Healthcare,"This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural…",Cincinnati, OH,585
PatientPoint,Data Analyst,Senior Business Intelligence & Data Science Analyst,Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office space.What you will be doing.,Cincinnati, OH,586
SearchBright Group,Data Scientist,Senior Data Scientist,"Knowledgeable in Data Science and machine learning, deep learning, AI and related tools such as:They will partner with and provide consultative support to…",Cincinnati, OH,587
Battelle,Data Analyst,Data Science Intern (Summer 2020),"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Columbus, OH,588
Federal Reserve Bank of Cleveland,Data Analyst,2020 Summer Internship - Bank Supervision/Data Science,"We are seeking a student to work within our Supervision & Regulation department delivering NLP, Text Mining, and Machine learning Analytics solutions to support…",Cleveland, OH,589
Procter and Gamble,Data Scientist,Data Scientist-PhD Internship,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Cincinnati, OH,590
JP Morgan Chase,Data Scientist,"Commercial Banking –Executive Director - Data Science, Analytics & Insights","Knowledge of modern data mining, quantitative research, and data science techniques (e.g., decision trees, regressions, machine learning, string similarity,…",Columbus, OH,591
Fractal Analytics,Data Scientist,Senior Data Scientist - Insurance,"6-7 years of overall experience working with data science methodologies & techniques like dimensionality reduction (PCA, Factor Analysis, etc.), clustering …",Columbus, OH,592
The E.W. Scripps Company,Data Analyst,"Data Analyst, Predictive Modeling","This individual will partner with the analytics team, analytics products and services director, business leaders and end users to be a change agent -…",Cincinnati, OH,593
"BGI, LLC",Data Engineer,Mid-Level Data Science Software Engineer,"BGI is a unique and innovative veteran-owned small business that brings together highly experienced leaders and managers, instructors, operators, training…",Akron, OH,594
"Cincom Systems, Inc.",Data Analyst,Sr. Data Analyst (with Business Intelligence Experience),"In this role, they will contribute to the development and deployment of modern machine learning, operational research, semantic analysis, and statistical…",Cincinnati, OH,595
GE Aviation,Data Analyst,Data Science & Analytics Intern - Summer 2020,"The Data Science & Analytics Intern will give to the development and deployment of modern machine learning, operational research, semantic analysis, and…",Cincinnati, OH,596
Earnin,Data Scientist,Senior Data Scientist,We're looking for a talented and motivated data scientist to build sophisticated models with data collected across our business to aid Earnin's mission in…,Cincinnati, OH,597
Procter and Gamble,Data Scientist,Test & Control Data Scientist-PhD Degree,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Cincinnati, OH,598
"Columbus, OH 43215 (Downtown area)",Data Analyst,Sr. Business Data Analyst,"It is our policy to ensure that applicants are considered for employment based on their qualifications without regard to their race, religion (including…",Columbus, OH,599
"Wright-Patterson AFB, OH",Data Scientist,Explainable Artificial Intelligence and Topological Data Analysis (Full-Time),"The program seeks to utilize the mathematical underpinnings of topological data analysis to formulate feature extraction methods, deep topological architecting…",Wright-Patterson AFB, OH,600
Cardinal Health,Data Scientist,"Consultant, Operations Research & Data Science","All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national…",Dublin, OH,601
NetJets,Data Analyst,Sr. Data Analyst,"The Data Analyst, Senior will act as a data and business intelligence subject matter expert and work closely with business stakeholders to collect requirements…",Columbus, OH,602
"Lockton, Inc.",Data Analyst,Senior Health Data Analyst,"Lockton is seeking an experienced Senior Health Analyst to work with Lockton colleagues and clients to analyze medical, pharmacy, disease management and…",Nova, OH,603
"Cincinnati, OH",Data Scientist,CDC Data Science Fellowship,"A research opportunity is currently available with the Division of Field Studies and Engineering (DFSE), within the National Institute for Occupational Safety…",Cincinnati, OH,604
Battelle,Data Scientist,Data Science Research Associate,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Columbus, OH,605
Avani Technology Solutions Inc,Data Analyst,Sr. Data Analyst - Tableau Dashboard Develope,"The ideal candidate should have strong background in data analytics, Tableau development, SQL, and ecommerce strategy/operations/or marketing.",Cincinnati, OH,606
"WorldPay US, Inc.",Data Analyst,Senior Data Analyst,Typically requires a minimum of 5 years of related experience with a Bachelor's degree in computer science or equivalent field;,Cincinnati, OH,607
"Wright-Patterson AFB, OH",Data Scientist,Explainable Artificial Intelligence and Topological Data Analysis (Part-Time),"The program seeks to utilize the mathematical underpinnings of topological data analysis to formulate feature extraction methods, deep topological architecting…",Wright-Patterson AFB, OH,608
"Morgan Business Consulting, LLC",Data Analyst,Senior Analyst - Logistics Data Analyst,Possess excellent problem-solving and analytical skills with ability to clarify and resolve complex issues by breaking them down into meaningful components to…,Beavercreek, OH,609
Progressive,Data Analyst,Data Analyst Senior to Lead,As a Data Analyst you will be responsible to build a data and reporting strategy to provide meaningful and actionable insights that will be leveraged across…,Mayfield Village, OH,610
Aver Inc.,Data Analyst,Senior Healthcare Data Analyst,"Qualified applicants will be afforded equal employment opportunities without discrimination because of race, creed, color, national origin, sex, disability, or…",Columbus, OH,611
Georgia Tech Research Institute,Data Scientist,"Data Science Researcher I/II Dayton, OH - ACL","Additional duties include modeling and simulation, data mining to identify trends and patterns, statistical analysis of data generated as part of the research…",Dayton, OH,612
"T-Cetra, LLC",Data Analyst,Senior Data Analyst,"Experience in analysis, mappings, modeling, designing and implementing quality data management solutions working closely with key business stakeholders.",Dublin, OH,613
Nationwide Mutual Insurance Company,Data Scientist,"(Project Staff) Specialist, Data Science","A familiarity with the principles of machine learning, applied predictive modeling, Bayesian modeling, and time series forecasting methods is preferred, and an…",Columbus, OH,614
"TACG, LLC",Data Analyst,Senior Data Analyst,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Wright-Patterson AFB, OH,615
Fractal Analytics,Data Scientist,Engagement Manager / Lead Data Scientist,"Hands-on experience in SAS and R/Python (2+ yrs), SQl (2+), Machine Learning / Deep Learning (2+ years).The Engagement Manager will effectively collaborate…",Columbus, OH,616
84.51°,Data Scientist,"Director, Digital Media Analytics & Data Science",Our data science team leverages large volumes of data to develop powerful sciences using cutting edge machine learning and mathematical techniques to improve…,Cincinnati, OH,617
Booz Allen Hamilton,Data Analyst,"Data Analyst Developer, Senior","We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…",Beavercreek, OH,618
KPMG,Data Analyst,"Senior Associate, Federal Data Analyst","All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin,…",Columbus, OH,619
JumpStart,Data Scientist,Venture Leader – Data Science & AI,"2+ years of leadership work experience in fields such as data science, digital product development, analytics, platform design/architecture, or quantitative…",Cleveland, OH,620
Cincinnati Children's Hospital,Data Scientist,STUDENT II - Zacharias Lab (Developmental Biology) - Computer/Data Science Majors,The Zacharias lab in the Division of Developmental Biology at Cincinnati Children's Hospital Medical Center is looking for a highly motivated undergraduate…,Cincinnati, OH,621
PatientPoint,Data Analyst,Senior Business Intelligence & Data Science Analyst,Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office space.What you will be doing.,Cincinnati, OH,622
Nationwide Mutual Insurance Company,Data Scientist,"Project Staff, Data Science Technology Implementation Specialist","As an associate, you’ll have the opportunity to design, develop and deploy solutions while working with real-world data to deliver end-to-end automated data…",Columbus, OH,623
"TACG, LLC",Data Analyst,Senior Data Analyst/ETL Developer,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Wright-Patterson AFB, OH,624
Epsilon,Data Analyst,Senior Marketing Data Analyst,"Epsilon provides equal employment opportunities without regard to race, color, religion, gender, age, national origin, disability, sexual orientation, gender…",Cincinnati, OH,625
Deloitte,Data Scientist,Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,"Proven experience in business development and delivery of AI, Data Science, Deep Machine Learning, Neural Networks.And many of the world’s top global brands.",Cincinnati, OH,626
AEP Energy Inc,Data Scientist,Data Scientist,"This position will primarily be involved in projects that require decision science methodologies (such as predictive and prescriptive modeling, machine learning…",Columbus, OH,627
Riverside Research,Data Scientist,Data Scientist,"Develop machine learning, data mining, statistical, and graph-based algorithms to analyze and make sense of data sets.",Wright-Patterson AFB, OH,628
Emerald Resource Group,Data Scientist,Data Scientist - Ph.D.,Do you have a solid experience with Python and R or statistical software development background?Machine Learning and Natural Language Processing techniques.,Columbus, OH,629
University Hospitals,Data Scientist,Data Scientist,"Responsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts,…",Mayfield Heights, OH,630
Clarigent Health,Data Scientist,Data Scientist,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Mason, OH,631
Battelle,Data Scientist,Cyber Data Scientist I,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Columbus, OH,632
Claritas,Data Scientist,"Senior Data Scientist, Digital",Uses best practices to develop statistical and machine learning techniques to build models that improve the accuracy of our data and decisions made from data…,Cincinnati, OH,633
TransWest,Data Analyst,Program Manager- Data Analyst,"We''re looking for an experienced Program Manager. Our Program Managers own client success and satisfaction by planning, organizing, monitoring and collaborating…",Seattle, WA,634
Seen by Indeed,Data Analyst,Data Analyst,Seen by Indeed is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.,Seattle, WA,635
Skagit Regional Health,Data Analyst,Performance Improvement Data Analyst,Must demonstrate at least 3 years of formal data analytics experience. Job Title Performance Improvement Data Analyst Overtime Status:,Mount Vernon, WA,636
"Transaction Network Services, Inc",Data Analyst,Data Analyst,"The Splunk Analyst is responsible for supporting the efforts of the data science team and it’s overall mission of providing a platform for the ingestion,…",Seattle, WA,637
Neal Analytics,Data Analyst,Jr Data Analyst,2 months with the possibility of extension up to 18 months. Minimum base compensation is $35 per Hour and can go higher depending on experience.,Redmond, WA,638
Team Red Dog,Data Analyst,Junior Data Analyst,"You want steady income, outstanding benefits and a job that lets you shine doing what you do best. But more than that, you want a role that will let you dive…",Redmond, WA,639
iconvergence,Data Analyst,Data Analyst,"Strong SQL, Excel, Power BI, SSAS. Analyze different data, and derive insights from the same.",Redmond, WA,640
Oracle,Data Analyst,Data Analyst,Detailed Description and Job Requirements. Manage the development and implementation process of a specific company product.,Seattle, WA,641
REI,Data Analyst,"Data Analyst, Sales and Customer Support Contact Center",This entry-level Contact Center Analyst I position contributes to REI’s success by providing reporting and analytical insight to enable data to drive decision…,Sumner, WA,642
Procter and Gamble,Data Analyst,Data Analyst,Do you love diving into data sets? Would you enjoy telling stories and helping others see the benefit of data based decision-making? We want you to know:,Seattle, WA,643
Association of Washington Cities,Data Analyst,Applications and Data Analyst,"The top candidate will be highly motivated and detail oriented with strong customer service skills. Ability to pay close attention to detail, including data…",Olympia, WA,644
Inviso Corporation,Data Analyst,Sr Data Analyst – 18 Month Microsoft Contract,"Exceptional attention to detail and ability to fully own models, including continued maintenance and implementation of required improvements based on feedback.",Bellevue, WA,645
eXcell,Data Analyst,"Data Analyst - Power BI, SQL",Did you know that Gartner positioned eXcell as a Leader in its Magic Quadrant for End User Outsourcing? Come work for the leader today!,Redmond, WA,646
Procter and Gamble,Data Analyst,Associate Data Analyst,"Do you love diving into data sets? Would you enjoy telling stories and helping others see the benefit of data based decision-making? Daily, you can expect to:",Seattle, WA,647
Microsoft,Data Analyst,Sales Operations Data Analyst,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and…",Bellevue, WA,648
SightLife,Data Analyst,Data Analyst,Analyzes complex business problems and issues using data from internal and external sources to provide insight to analysts and decision makers.,Seattle, WA,649
BOEING,Data Analyst,Data Science & Analytics Intern (Paid) - Summer 2020,"At Boeing, we are all innovators on a mission to connect, protect, explore and inspire. From the seabed to outer space, you’ll learn and grow, contributing to…",Bellevue, WA,650
GOCOOL,Data Analyst,Data Analyst,Create dashboards to communicate test results and monitor key metrics. Teach teams and management how best to understand and use these tools in their daily…,Bellevue, WA,651
Adaptive Biotechnologies,Data Analyst,Data Analyst,Every immune system has a story to tell— the key is knowing how to listen. Our goal is to meaningfully improve people's lives by learning from the wisdom of…,Seattle, WA,652
JLL,Data Analyst,Data Analyst,"JLL is seeking a Data Analyst to support our client-dedicated team in Seattle, WA, supporting data management areas within Occupancy Planning, Transactions and…",Seattle, WA,653
Infoblox,Data Analyst,Sales Operations Data Analyst,"Infoblox is looking for a highly organized, detail-oriented and efficient Sales Operations Data Analyst to ensure the integrity of our Salesforce.com account…",Tacoma, WA,654
Tech Mahindra,Data Analyst,Data Analyst,Data Analyst with 3-4 yrs of experience. Should be able to write SQL queries. I’m looking for someone who can help with the Data Analysis of the UHRS data both…,Redmond, WA,655
TwinStar Credit Union,Data Analyst,Business Analyst,Does being a part of a team aimed at creating a custom digital platform that revolutionizes personal banking inspire you? We look forward to meeting you!,Lacey, WA,656
Pactera Technologies,Data Analyst,French language Data Analyst,Pactera is looking for Subject Matter Expert (SME). Classification SMEs are expected to fulfill the following roles & responsibilities:,Redmond, WA,657
Ideal Option PLLC,Data Analyst,Business Analyst,"Under general direction from the Director of Operations, the Business Analyst supports Ideal Option by providing data analytics of provider productivity.",Pasco, WA,658
Google,Data Analyst,"Product Analyst, Data Science",3 years of experience working with statistical packages (e.g. By applying to this position your application is automatically submitted to the following…,Seattle, WA,659
PicMonkey,Data Analyst,Data Analyst,"The ideal candidate is strong in critical thinking, logic, organization, self-motivation and attention to detail. PicMonkey is an equal opportunity employer.",Seattle, WA,660
Beyondsoft Consulting,Data Analyst,Data Analyst,"Beyondsoft Consulting, Inc., is a leading, technical solutions and consulting partner. We combine emerging technologies and proven methodologies to tailor…",Redmond, WA,661
Microsoft,Data Analyst,Data Analyst,Attention to detail with self-discipline and a drive for results. Are you passionate about the opportunity to leverage large volumes of data sets to draw deep…,Redmond, WA,662
CorneaGen,Data Analyst,Data Analyst,Analyzes complex business problems and issues using data from internal and external sources to provide insight to analysts and decision makers.,Seattle, WA,663
City of Seattle,Data Analyst,Strategic Data Analyst (Mgmt Sys Anlyst) - Temporary,Seattle is a thriving and equitable community powered by dependable transportation. To deliver a transportation system that provides safe and affordable access…,Seattle, WA,664
"Xyant Technology, Inc.",Data Analyst,SQL Data Analyst,"Outlook integration experience, HTML & C#. Please send your updated resume, available time for phone discussion and expected salary per annum to vinoth.xyant…",Bellevue, WA,665
Chelan County Public Utility District,Data Analyst,Hydro Data Analyst,"As part of hydropower operations, we''ve also built 14 parks that serve more than 3 million visitors each year. Test and validate tools and data for accuracy.",Wenatchee, WA,666
WSECU,Data Analyst,Digital Business Analyst,We look forward to reviewing your application! All applicants must include a resume. Contact us at 1-800-562-0999 ext. 11111 with any questions.,Olympia, WA,667
BBSI,Data Analyst,Business Analyst-Contracts Analyst,"Assist in development and maintenance of team metrics. Reviews agreements for conformity to company rates, rules, and regulations. Ad hoc projects and analyses.",Vancouver, WA,668
Fisher Investments,Data Analyst,Data Analyst (2019-8385),California employees accrue up to 17 days of PTO and 3 days of sick time per year. Fisher Investments Workforce Planning Team is searching for an experienced…,Camas, WA,669
Brillio LLC,Data Analyst,Data Analyst,Performing routine and ad hoc reporting forbusiness. Work closely with teams to develop standards andtools to effectively manage data center capacity.,Redmond, WA,670
Verisk Financial,Data Analyst,Data Analyst,"We are looking for someone who has an interest in researching, data entry, and has a strong attention to detail. Good time management and self-motivation.",Bellevue, WA,671
Logic Rule,Data Analyst,Project Consulting & Data Analyst,"Only Candidates who are authorized to work in the US will be considered for this position. MS Office and Advanced Excel skills (Pivot tables, Charts, KPI…",Seattle, WA,672
Adobe,Data Analyst,Data Science Analyst,The Adobe Digital Video and Audio (DVA) Data Science team is seeking an experienced data science/analytics professional to help drive a culture of evidence…,Seattle, WA,673
ADURO,Data Analyst,Data Analyst,"Proven attention to detail and accuracy. Responsible for managing the collection, analysis and reporting of information, as well as planning, designing,…",Redmond, WA,674
MIRACORP,Data Analyst,Business Data Analyst (Entry Level),"MIRACORP Inc., is a veteran, women-owned firm specializing in federal government contract services. One of our competitive advantages is that we provide…",Auburn, WA,675
zioqu,Data Analyst,Business Analyst,"Bachelors or master’s in Business Administration or BA in CS/IT , Information Systems, Business Intelligence, or Business Logistics.",Seattle, WA,676
User Research International,Data Analyst,Data Analyst,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and…",Redmond, WA,677
Nestle USA,Data Analyst,Sr. Customer Data Analyst,Nestlé and Starbucks are bringing together the world’s most iconic coffee brands. Starbucks’ robust product portfolio celebrates coffee with rich tradition –…,Seattle, WA,678
Jobot,Data Analyst,(Remote) Business/Data Analyst,"We are on Forbes fasting growing companies list for 3 years running! Based in Austin, TX, our company offers outsourced sales support solutions to the hotel…",Seattle, WA,679
Advantine Technologies,Data Analyst,"Data Analyst (SQL, PowerBI) Corp-corp is also fine","Full time, Permanent position or Contract (w2 or Corp-Corp) is also fine. 6+years of work experience (3-5 years will also work if technically very good).",Redmond, WA,680
Milliman,Data Analyst,Healthcare Management Data Analyst,"Milliman''s Seattle Health Practice provides consulting services to clients in the healthcare industry including health plans, government payers, providers and…",Seattle, WA,681
Expeditors,Data Analyst,Data Analyst II/III (Machine Learning),Help us change the logistics industry by joining our small but growing Machine Learning team. As our Machine Learning Data Analyst you will put your data skills…,Seattle, WA,682
LiveRamp,Data Analyst,Data Analyst,Has a sense for good design and exceptional attention to detail. LiveRamp is the trusted platform that makes data accessible and meaningful.,Seattle, WA,683
City of Tacoma,Data Analyst,T&D Asset Management Data Analyst,Tacoma Power is excited to be hiring an Asset Management Data Analyst in our Transmission and Distribution (T&D) Section. Communication from the City of Tacoma:,Tacoma, WA,684
CBRE,Data Analyst,Data Analyst,"CBRE’s Analytics & Business Intelligence Group, based in San Diego, delivers world class. Data-driven solutions to both internal and external stakeholders.",Seattle, WA,685
Providence Health & Services,Data Analyst,Clinical Data Analyst Trauma,"Providence Health and Services is calling a Clinical Data Analyst Trauma (0.5 FTE, Day Shift) to Providence Regional Medical Center Everett, Trauma Injury…",Everett, WA,686
Zoom Information Inc.,Data Analyst,Data Analyst,"Two years ago, DiscoverOrg''s database had less than a million contacts. Today we are at 175 million, and that''s the tip of the iceberg.",Vancouver, WA,687
Liberty Mutual Insurance,Data Analyst,"Senior Business Analyst, US Trend Monitoring & Reporting",The US Trend Monitoring & Reporting team within Global Retail Markets Actuarial Modeling & Analytics is seeking a Senior Business Analyst.,Seattle, WA,688
Big Fish Games,Data Analyst,Senior Data Analyst,"Life at Big Fish Games. Big Fish Games is an innovative developer and world-class publisher of a diverse portfolio of casual game franchises, including Big Fish…",Seattle, WA,689
Fisher Investments,Data Analyst,Technology Business Analyst (2019-8213),California employees accrue up to 17 days of PTO and 3 days of sick time per year. It’s an exciting time to be a member of the Fisher Investments Technology…,Camas, WA,690
AdColony,Data Analyst,Data Analyst,We are looking for a Data Analyst who can develop tools that presents data in a useful format for business needs.,Bellevue, WA,691
AdColony GmbH,Data Analyst,Data Analyst,We are looking for a Data Analyst who can develop tools that presents data in a useful format for business needs.,Bellevue, WA,692
Pivotal Consulting,Data Analyst,Data Analyst / Data Applied Scientist,"Are you a Data Analyst/Jr. Data Scientist with scripting skills in SQL, Python or R? Do you have experience working with statistical software?",Redmond, WA,693
Cequint,Data Analyst,Data Analyst,"The Splunk Analyst is responsible for supporting the efforts of the data science team and it’s overall mission of providing a platform for the ingestion,…",Seattle, WA,694
Pactera Technologies,Data Analyst,Search Engine Data Analyst,"High attention to detail while observing geographic entities like road names, places, and names on the maps. Responding to guideline ambiguities/changes/updates…",Redmond, WA,695
Team Red Dog,Data Analyst,Marketing Data Analyst,3 to 6 years of experience in business analysis and marketing analysis required. You want steady income and a job that lets you shine doing what you do best.,Renton, WA,696
Brilliant Infotech Inc.,Data Analyst,Junior Data Analyst,"3 years of experience in Data Analysis. Need to be EX-employer to Microsoft. Data Analyst, Power BI, SQL, Excel (Pivot, Vlookup, Hlookup)*.",Redmond, WA,697
CEDENT,Data Analyst,Data Analyst,"Cedent is a rapidly growing, young and team-oriented organization. Our mission is to provide expertise and counsel rather than resources.",Redmond, WA,698
BiSoft,Data Analyst,Systems Data Analyst,"Alternatively, a Master’s degree with 5 years of experience. Perform as the data expert for our products Bi-Pay, and Bi-Grocery.",Redmond, WA,699
Motus Recruiting and Staffing,Data Analyst,Business Analyst II,"With an applicable Bachelor’s degree, 5 yrs of experience is required. This is a full-time contract position that is part of the Transmission Account Services…",Vancouver, WA,700
Varsity Tutors,Data Scientist,Director of Data Science and Analytics,"The Business Intelligence and Data Science team provides access to clean data, drives decision making using simple and advanced analytical techniques, and…",Seattle, WA,701
Canviz,Data Analyst,Business Analyst,"Attention to design, grammar, and spelling detail. Canviz is looking for an experienced business analyst with 3+ years of experience to successfully support…",Kirkland, WA,702
ProKarma,Data Analyst,Data Analyst,"ProKarma currently has exciting opportunities for Data Analysts that would like to join our team as a full-time employee in Seattle, WA.",Seattle, WA,703
Intrinium,Data Analyst,Business Analyst,"_This job is located in Spokane, WA. Intrinium is an Information Technology and Security Solutions company, providing comprehensive consulting and managed…",Seattle, WA,704
eTek IT Service,Data Analyst,Data Analyst,8+ years of large enterprise project experience in BI / Analytics / Data warehouse projects. Strong Analytical and problem-solving skills.,Seattle, WA,705
Prokarma Inc.,Data Analyst,Data Analyst,"ProKarma currently has exciting opportunities for Data Analysts that would like to join our team as a full-time employee in Seattle, WA.",Seattle, WA,706
Course5 Intelligence,Data Analyst,Data Analyst,Requirement in short - (SQL based Transactional Data Analysis). The Data Analyst position is a critical role and will be focused on supporting one of Course5…,Seattle, WA,707
Zillow,Data Scientist,Data Scientist - Intern,Zillow is currently seeking a Data Science Intern to join the Decision Science team in our Seattle office. Our team is tasked with absorbing billions of rows of…,Seattle, WA,708
State of Washington State Investment Board,Data Analyst,Investment Data Analyst,The Washington State Investment Board (WSIB) is seeking highly qualified candidates to fill an Investment Data Analyst position within the Investment Data…,Olympia, WA,709
"Amazon.com Services, Inc.",Data Analyst,HR Business Data Analyst,"BA/BS in Engineering, Computer Science, Business, Finance or related field. 3+ years of relevant work experience in a role requiring application of analytic…",Seattle, WA,710
Ursus,Data Analyst,Data Analyst IV,Use data to acquire information about specific topics. Find survey participants and gather the needed information.,Seattle, WA,711
EY,Data Analyst,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)","Bachelor''s degree in Computer Science, Operations Research, Mathematics, Statistics, Economics, Engineering or a related field and 5 years of progressive, post…",Seattle, WA,712
