company,title,job_title,job_summary,city,state,state1,region
Jam City,Data Analyst,Data Analyst (Quality Control),"Strong attention to detail and proven analytical skills. As a leading mobile games developer, Jam City is looking to “level up” our talent for our Bingo team in…",Toronto,OH, Ohio,Midwest
Centric Consulting,Data Analyst,Business Analyst,Centric Consulting is not the typical consulting company. We live our core values and bring them with us in all we do for our clients and community.,Cincinnati,OH, Ohio,Midwest
Endevis,Data Analyst,Sr. Business Analyst,"Endevis, a leading provider of recruitment solutions across North America, is committed to your success. We work with the best organizations in the world and…",Walton Hills,OH, Ohio,Midwest
OpTech LLC,Data Analyst,IT Business Analyst / Quality Assurance Testing (#65434),If you are interested and have 5 recent years experience as IT Business Analyst and 3 years experience with Quality Assurance Testing ----- Please APPLY!,Columbus,OH, Ohio,Midwest
Insigma Inc,Data Analyst,IDQ Data Analyst,If you are looking for job change or available in the job market so please send me your updated resumeor call me at 703-344-9674 \*121.,Blue Ash,OH, Ohio,Midwest
UST Global,Data Analyst,Data Analyst,UST Global is a private high growth organization headquartered in Orange County California and is a leading provider of Advanced Computing and Digital Services…,Mason,OH, Ohio,Midwest
The Jewish Federation of Cincinnati,Data Analyst,Data Analyst,The Mayerson JCC is hiring a Data Analyst at an exciting time of growth and development for our agency. We are in the process of transitioning CRM platforms and…,Cincinnati,OH, Ohio,Midwest
Mayerson JCC,Data Analyst,Data Analyst,The Mayerson JCC is hiring a Data Analyst at an exciting time of growth and development for our agency. We are in the process of transitioning CRM platforms and…,Cincinnati,OH, Ohio,Midwest
JJR Solutions,Data Analyst,Data Analyst,We are rated 4.1 out of 5 stars on Glass Door. Do you have a passion for data and discovering how it can be turned into useful information?,Dayton,OH, Ohio,Midwest
One Source Technology LLC,Data Analyst,Agile Business Analyst,"At Asurint, we’re building a leading information-based technology company in Cleveland, Ohio. Asurint is on a mission to help our customers succeed by bringing…",Cleveland,OH, Ohio,Midwest
OSIS,Data Analyst,Clinical Quality Data Analyst,"Days and hours of work are Monday through Friday, 8:30 a.m. to 5 p.m. Occasional evening and weekend work may be required as job duties demand.",Cincinnati,OH, Ohio,Midwest
CareSource,Data Analyst,Claims Encounter Data Analyst,"Perform analysis of all data into, out of and within CareSource in support of Encounters Revenue and Remediation efforts. Experience in data mapping preferred.",Dayton,OH, Ohio,Midwest
PatientPoint,Data Analyst,Senior Business Intelligence & Data Science Analyst,Senior Business Intelligence & Data Science Analyst. Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office…,Cincinnati,OH, Ohio,Midwest
Centric Consulting,Data Analyst,Agile Business Analyst,Centric Consulting is not the typical consulting company. We live our core values and bring them with us in all we do for our clients and community.,Cincinnati,OH, Ohio,Midwest
Laird Technologies,Data Analyst,Business Analyst (Sales),"Under general supervision, performs strategic business research and analysis for Laird Connectivity. Develops business analysis results and market research…",Akron,OH, Ohio,Midwest
"Medassist, A Firstsource Company",Data Analyst,Data Analyst,"This position is responsible for performing data exploration, analysis and turns it into insights for our customers.",Columbus,OH, Ohio,Midwest
"PRIME AE Group, Inc.",Data Analyst,Junior Business Analyst,"3SG Plus (www.3sgplus.com), a certified Hyland OnBase reseller located in north Columbus, Ohio, is seeking an entry level Junior Business Analyst to join our…",Columbus,OH, Ohio,Midwest
"Redwood Living, Inc.",Data Analyst,Senior Business Analyst,"At Redwood, we know we are only as successful as the people who power us. Our employees are passionate, they are talented, they are empowered to make decisions…",Independence,OH, Ohio,Midwest
Great American Insurance Group,Data Analyst,Senior Business Analyst,"5 or more years of related experience that includes experience in designing, coding, testing, debugging, documenting. Acts as a liaison between business and IT.",Richfield,OH, Ohio,Midwest
Ohio State University Medical Center,Data Scientist,Data Analytics Specialist,Data Analytics Specialist (Job Opening 453448) - The Data Analytics Specialist participates in data analysis and research projects to solve problems and provide…,Columbus,OH, Ohio,Midwest
SOSi,Data Analyst,Business Data Analyst,"For 30 years, clients in the private and public sectors have relied upon SOS International LLC (SOSi) for critical operations in the world’s most challenging…",Dayton,OH, Ohio,Midwest
Fast Switch,Data Analyst,Business Analyst,"5 years of experience managing requirements on several projects at the same time. Our client in Columbus, Ohio is seeking a Business Analyst for a six month…",Columbus,OH, Ohio,Midwest
Nationwide Children's Hospital,Data Analyst,RDC Data Analyst- Research Information Services,"Full time, benefits eligible, Monday - Friday. We are seeking a RDC Data Analyst in Research Information Services. They’ll tell you it’s More Than a Job.",Columbus,OH, Ohio,Midwest
Standard Textile,Data Analyst,Healthcare Data Analyst,Minimum of 1 to 3 years in a related business role or equivalent coursework with demonstrated ability to succeed. We hold ourselves to a higher standard.,Cincinnati,OH, Ohio,Midwest
NCP Finance,Data Analyst,DBA/ Data Analyst,Able to combine aggregate and detail data in a single query -. NCP’s primary business is consumer lending. The DBA/Data Analyst also reviews and approves the…,Dayton,OH, Ohio,Midwest
Sherwin-Williams,Data Scientist,"Director, Measurement & Data Analytics","3 years in a supervisory role. Founded in 1866, The Sherwin-Williams Company is a global leader in the manufacture, development, distribution, and sale of…",Cleveland,OH, Ohio,Midwest
Mercy Health,Data Analyst,System Data Analyst,Thank you for considering a career at Mercy Health! This is what we were meant to do - Together! This position is responsible for providing data analysis…,Cincinnati,OH, Ohio,Midwest
HORAN,Data Analyst,Data Analyst,"Minimum of 3 years (preferably more) of business experience in the Insurance Industry. Are you a technically oriented, high attention to detail, analytical,…",Cincinnati,OH, Ohio,Midwest
Dynamic Catholic,Data Analyst,Data Analyst,How about putting those data analysis skills to work in a way that will actually make a lasting impact on the world? Your Typical Day at Dynamic Catholic.,Cincinnati,OH, Ohio,Midwest
NetJets,Data Analyst,Sr. Data Analyst,"The Data Analyst, Senior will act as a data and business intelligence subject matter expert and work closely with business stakeholders to collect requirements…",Columbus,OH, Ohio,Midwest
"Lockton, Inc.",Data Analyst,Senior Health Data Analyst,"Must be detail oriented and have excellent time management skills to prioritize workloads, successfully manage multiple projects, and meet time sensitive…",Nova,OH, Ohio,Midwest
Clear Packaging,Data Analyst,Lab Technician / Data Analyst,"We are a packaging supply testing and consultancy firm, focused on packaging product performance and related customer impacts. Ability to Display Data Usefully.",Cincinnati,OH, Ohio,Midwest
Memorial Hospital of Union County,Data Analyst,Business Analyst,"Analyze annual, quarterly, monthly and weekly financial reports to verify accuracy. Annual budgets and ensure timely distribution of financials.",Marysville,OH, Ohio,Midwest
The E.W. Scripps Company,Data Analyst,"Data Analyst, Predictive Modeling","Minimum of 3 years of experience in solving analytical problems using quantitative approaches (or equivalent). Secure final, accurate data files from vendors.",Cincinnati,OH, Ohio,Midwest
Asurint,Data Analyst,Senior Business Analyst,"5 years in business analysis or related fields required. At Asurint, we’re building a leading information-based technology company in Cleveland, Ohio.",Cleveland,OH, Ohio,Midwest
Accelerated Analytics,Data Analyst,Business Analyst,"Accelerated Analytics is the provider of choice for retail Point of Sale (POS) data. We have been collecting, analyzing, and reporting on POS and EDI 852 data…",Canton,OH, Ohio,Midwest
JPMorgan Chase,Data Analyst,CCB - Risk Analytics - Customer Risk Data Analyst - Associate,"Bachelor’s Degree in related business, technical, or quantitative field with 5 years of relevant experience or Master’s Degree with 3 years of relevant…",Columbus,OH, Ohio,Midwest
American Chemical Society,Data Analyst,Data Analytics Intern,"CAS uses unparalleled scientific content, specialized technology and unmatched human expertise to help R&D organizations across Commercial, Government and…",Columbus,OH, Ohio,Midwest
METROHEALTH MEDICAL CENTER,Data Analyst,Business Analyst-Office of Opioid Safety,"The MetroHealth System is an essential health system committed to providing health care to everyone in Cuyahoga County, Ohio, and improving the health of the…",Cleveland,OH, Ohio,Midwest
National Church Residences,Data Analyst,Data Analyst,"Do you love spending time with data, trends and findings? Join our team and live the mission with National Church Residences!",Columbus,OH, Ohio,Midwest
National Interstate Insurance Company,Data Analyst,Data Analytics Intern - Summer 2020,"National Interstate is a member of Great American Insurance Group. As one of the leading commercial transportation insurers in the nation, we offer risk…",Richfield,OH, Ohio,Midwest
Owens-Illinois,Data Analyst,Data Science Intern - Global HQ,Remember the last time you opened a bottle of champagne? A cold beer after a hard day’s work or a bottle of sparkling mineral water to quench your thirst?,Perrysburg,OH, Ohio,Midwest
Cincinnati Eye Institute,Data Analyst,Data Analyst,"0110 - CVP Blue Ash - Cincinnati, OH. This position will be responsible for conducting detailed analysis and evaluation of financial and operational performance…",Cincinnati,OH, Ohio,Midwest
